,Comments,Labels
1083,Kan ou get tout dimoune lo chmain Inna fine sou unna p ale faire programme virus la p cantan conpou coumance mort leur la pou panique virus la pou gagner 1 award,0
1084,Pfffff quan pou fini p leve r sock tou les jours Dieu seul sais qui p derouler,0
1085,Corinne Hope dieu meme pre pou confiner,0
1086,kot in Gangne sa dan 40ene ou dehor si dehor danger p enkore guete nu,0
1087,Going down... hopefully stays low cases...maintain distance guys,0
1088,Plein bangladeshi pe atane bis pou alle travay gramatin.. Tou normal..,0
1089,Trop triste d'entendre cela. Que Dieu nous protège tous. Eu UDP 🙏🙏🙏🙏,0
1090,1k DN bambous exactement kot sa,0
1091,"Zafrla p res monter mem, Kan get dehor, kumadir in tir confinmnt, et lorla Ena company p force dimoune pu srtii vine travail par zt propre responsabilter sinn pa pu ggn wap sii zt pa fr vaccin swa lettre warning pu atn zt Apre lockdown ki Foss netz🤦‍♂️
Nu Paradis p prn difE 😞",0
1092,Cas La Ggne Zis Dan Asoire Sa ? 😇,0
1093,Zis self employe Ki p asiz dans la caz,0
1094,Sandea Tahaloo dan mahebourg bocu self employed p travail... Juska so Marchand du pain ek Marchand roti dal puri lor zot moto p tracer 👍,0
1095,Deeraj Dk dans vacoas li pas kumsa,0
1096,Sandea Tahaloo ici gamat dan village...,0
1097,Ti bizin ferm par2 un peu jour completed sa virus,0
1098,Nas Juroo fermer pas fermer zot pe sorti,0
1099,Jagat pu dir 0 cas asoir,0
1100,only god will finish this virus...,0
1101,Albert Marie god mem en 40taine la 🤣🤣,0
1102,Yannick Koylash tiouuu...pena to second,0
1103,🤦‍♀️,0
1104,"153k
Me ki zot leta de Sante PA p donne info couma en 2020.....p dir ki p gnn Cas me zot LA Sante couma ete.......",0
1105,mentir c'est une plandémie gardez à l'esprit que le vaccin n'a pas été créé à cause de Covid 19 le vrai est que la pandémie a été créée pour le vaccin,0
1106,Zafer la monté mem,0
1107,"Ti Ted ki bondieu protège nous pays, li tout seul ena pouvoir reprendre sa virus la",0
1108,Mette curfew pou fini sa virus la,0
1109,We should learn to live with it like other countries sadly..,0
1110,"Faudres ban mauricien la mort avec virus, lerla pou met lockdown general pour 15 jours bez sa kan zot pou commence mort 😆😆😆😆😆😆.tous les jours p gagne tous sa K virus la person pa p mort meme 😆😆😆😆😆😆😆😆😆😆😆",0
1111,Coumadir du sucre p monter,0
1112,153 cas la..pena ki p gueri ladans ek ki p retabli..,0
1113,For some people lock down does not exist.they keep going out.,0
1114,P alle couma dire c a prendre ou a laisser pfffff,0
1115,"L'année dernière nu ti ggn award dans guerison, tt dimun ti p guerri Sa l'année ki deroule?!",0
1116,Accès award lor cluster et contact tracing 😅😅😅,0
1117,Anita bientot pou nepli ena place pou fer 40taine la 🤣,0
1118,Sa award la mo penser l'inde ine fini pren... Nu guet en coup ki bane les autres award nu kav claim😎😎😎,0
1119,Super sympa la petite soirée 👍,0
1120,Samedi MRA payé ! 🍻,0
1121,Gros billot sa,0
1122,Et c reparti pou un tour,0
1123,mo kroir nu mayé meme la ein,0
1124,P ziss ggn cas b ni 1 dimoune pas guérit nanié aret couyone nou,0
1125,Normal..ou trv ena confinement dan maurice la? Dimun p re circulé cuma arazE..chemin p mari blokE tou,0
1126,Shaffeeq Nasroollah ki tn ale fer lor chemin toi 😂😂,0
1127,Abdool Zainab sis mn al get chemin imP🤣,0
1128,Concerning.. the island is a mess state.,0
1129,Ferme frontier aret amen la mort ici.,0
1130,"Kot sa ena lokdown???? 🤔
Dimun pe circule partu,",0
1131,Region?,0
1132,Call centers dans service essentiels sa? Par ki chemin in passer pour gagne WAP. Kifer pas p privilege Work From Home?,0
1133,Jamais pou fini sa li pou re met sa confinement la sa fouff,0
1134,Call Centers p gagne WAP mais planteurs ek distributeurs pas gagne droit,0
1135,The news just said that we didn't had any new cases of corona.,0
1136,3 Dan la communaute ou contact tracing,0
1137,Tous les Jr mem dialogue couma dir Pena rol coumadir,0
1138,Ki medicine pe done zot pas tane narien,0
1139,Public pas pe respecter lock down,0
1140,😭,0
1141,Vin Bissessur,0
1142,Cot ou ete ou,0
1143,153,0
1144,HAR HAR Mahadev,0
1145,Amen,0
1146,Qi p ariver sa,0
1147,Sa pe bien grimper,0
1148,sa baisse pas mrrd,0
1149,"D'après statistique, 10% ressort +ve après 7jours. C au moment ki fer 2eme test pcr. (Seki ine observer) De jour 1 (test -ve)à jour 7 (test +ve) transfert jour 1 en bus remplis de personnes (test effectué, résultat pas encore eu) partage de chambre pendant 2 nuits, jusqu'à que ministère soit d'accord de nous isoler une personne par chambre. (Personnes concernées 300) Allez fer des hypothèses",0
1150,Veeru Ishika,0
1151,H,0
1152,Clara Marmarot,0
1153,Shane Brian Suntah,0
1154,Omg,0
1155,Sous Solange Solange Solange,0
1156,Melissa De Michel Suivre 😔,0
1157,Allégra Friiquin Mone fini trouver 😒 toi qui en retard 😔,0
1158,PA apel lock down mercy,0
1159,Zub Ei Nah,0
1160,War An Zu,0
1161,Fuff,0
1162,Avi Avissen,0
1163,Fk knows who to believed.,0
1164,Farr,0
1165,Dans 153 personne pa p gueri,0
1166,Prëtty Yësh bisarre parski l'année dernier ti ena guerisons lor guerison la 1 guerit pas encore tanD.. 🙄,0
1167,Thierry Tabelle exact... which is which paconer,0
1168,Good,0
1169,Tou les jour ena 3 ka,0
1170,Ced Therese,0
1171,pas pou fini zame sa,0
1172,Ki endroit,0
1173,Har Chandrakant Tulsi Syea kot o meme la sa la,0
1174,Mari bez sa,0
1175,Anseline Anastajia,0
1176,Khoart Blanc,0
1177,Fouf pas facile!,0
1178,Ki fer kan Badin coze zot pa fer ou dir narien sa veut dir soi zot per Badin ou zot bisin pas capav dementi Badin sad ve dir Badin zot mari,0
1179,"Vijesh Rambaran capav to mari eh arrete faire banne villain commentaire ,ou soit reste mouche.",0
1180,Atma Beedasee toi usi to dan Lacuisin,0
1181,Vijesh Rambaran 👍,0
1182,Atma Beedasee Badin coz avec proof li pa ene Batiara li,0
1183,Ressade Lalloo reflechi impe li badain pe joer so role li pe rode pouvoir li bizin arrete faire grimache lerla capav dimoune pou prend li conte. AVENGERS MY FOOT.,0
1184,AVENGERS I MEANT BUT COULD BE JUST FICTIONAL.,0
1185,Vijesh Rambaran evegec trouve clair,0
1186,Atma Beedasee etah boire enn la tisane dormi tonton,0
1187,Vijesh Rambaran boug la bizin aret koze mem; ziska tou resamen li ti p embras lamain pra20 ek aster pra20 pa bon. Gard politik un cote; ki li kone dan la sante; li bizin laiss ban docter scientist dan gov ek dan lopoaisyon koze,0
1188,"Vijesh rambaran ou trouve sa 1 docteur scientist ou,li dire banne madame enceinte ale travail pendan ki énan virus p touille dimounne,1 fake sa boug la buy li pa 1 docteur li,li 1 vétérinère",0
1189,Vijesh Rambaran ki bizin peur avec sa boudin la,0
1190,Vijesh Rambaran si vraiement fake news b zotte énan tou lotorité pou poursuivre e mettre diffamation lor li. Ki faire zotte P faire li. Zotte koné difé pou dan zotte face.,0
1191,Beeraj Singh Luchoo San defanne badain nou bisin assuré ki tou faire dan la transparence. Guetter dernier fois kouma zotte in faire banne kitchose derrière le dos le peuple. San vouloir offense kikaine arrêté soutire banne malpropre. Inn lère pou mettre ene non l'ordre. Bisin ki nou mettre banne dimoune ki vraiement enan a cœur sa pays la. C le peuple de moriss ki bisin faire so choix.,0
1192,"Vijesh Rambaran Roshi enan 1 but, alors li faire recherches, sa bane la assizE manz par multi millions lesprit ine prend gomon !!!",0
1193,Vijesh Rambaran Roshi kone ki li dir et mo kroire dan so parole ce ene verite,0
1194,"Soodesh Murree Zordi ena 2 choix, fer vaccin ou bien non. Ena p cree polemik dan lespri dimoun pou decouraz zot fer vaccin la. Mo dakor ki formulair la pa bon parey couma un tas lezot consent form prepare par ban zavoka. Par cree polemik, ena p gagn rol.",0
1195,Beeraj Singh Luchoo sa même mo p dire nou faire vaccin la mais ki faire pou bisin signe consent form la. Ki difference li faire.,0
1196,"Dans parlement to ti dire :- All the ventilators have been checked and verified by the experts of the Ministry of health and found to be in conformity with requirements and specifications.

Qui fine arrivé après?

Ah bon labas to Ti èna immunité parlementaire... capave coze n’importe..

Apres!!! tout pas bon bizin poursuivre Pack & Blister!!!

Docteur !! La parole est d’argent... MAIS LE SILENCE EST D’OR.

PM meme semble se terrer dans le silence.",0
1197,"Louis Alain Desire Bastien le PM in gagne diaré a perpétuité après vaccin Covid, li p envi poursuivre mais so propre consent form pas p permet li!",0
1198,Point plus important... Eski ena ene PM meme pou commencer ??,0
1199,"Bhadain should stop creating panic!
Why Everything is always political with Bhadain?? There's nothing positive with him!. He pretends to be so smart and knows about everything, but if that was really the case he should have known it's not the Government of Mauritius recommending the AstraZeneca vaccine, but the World Health Organization! Besides, the probability of an adverse side effect is 1 case on 400,000 people and there is no law that is being imposed on anyone to get vaccinated, people have the choice.",0
1200,1 case on 400000. when that 1 case will be someone in your family then you will understand it,0
1201,Shan Ujoodha can someone do the vaccin without filling the consent form? If NO...may i know why? Can u tell me why that clause of death has been mentioned?,0
1202,"Shan Ujoodha we need to know if his family, parents and himself have signed the consent form and if they agreed to have the vaccine.. Last time he was talking a lot about the efficacity of the vaccine and as soon as Covid is back, all the opposition leaders agreed to take it and they were the first one.",0
1203,"Shan Ujoodha encore to meme??? Pou respirateur artificiel par hazard li pas ti dire meme zafaire?? Et kot bane l'appareils la?? Bane ministres la ine signer meme form?? Pki joumay ti p dire ki li pas conner ki forme govt ine signer?? Kan to pou ale faire vaccin la, pas blier faire nous conner.... Sinon ki contract tone gagné?? Importation vaccins?? Ou bien print forme??",0
1204,Kelly Dilloo 😂😂🤣,0
1205,"Shan Ujoodha kan government pe faner frero mange pistache guette cinema ,pas coze nimporte quoi lors FB.merci",0
1206,Shan Ujoodha Have you ever heard of professor BILDERBERG in US? The program of extermination of 90 % of the human race on the planet slowly ?,0
1207,Navin Gallagher truly said bro .,0
1208,James Beeharry Esqui zotte conner d'apres form la ene siposition ene dimoune mort par eg vaccin la .meme li assurer so l'assurance qui li payer pas RENTRE ladans . Lire form la completement apres ou gueter ..si vraie ou non.,0
1209,Shan Ujoodha ton kon messieur bousou,0
1210,Kelly Dilloo bien avoye sa,0
1211,Si vaccin la ti pu bon..jamais zot ti pu met tou sa clause la dan consent form la..fodé zot pa p sure mem kine met tou sa clause la ladan,0
1212,Vi Maan wi ou bien dir la,0
1213,"Vi Maan exactement.
Kifer dan lezot pays pena sa bann clauses la?
Zot p dire c zot obligations enver fournisseurs etc. B eski zot ti obligé pass sa lor la population?
Et mo ena 1 ti question enkor...
Eski bann parle menti ki in fini fer vaccin la zot ti signe sa consent form la zot???",0
1214,"Vi Maan moi mo dire , bousser fesses. Envie, pas envie faire vaccins , pas pe oblige personne . Bizoin alle poze questions bannes scientists ki fine decouvet vaccins la. Gouvernement la pas pe trappe to La main et force toi. Combien fine mort deja Maurice , Zero .",0
1215,Rad Dowlutta mone exprime mo lopinion..aster to get to zafer toi..to penser kan pu ena mort govt pu vine dir toi zot p mort avec sa?,0
1216,Vi Maan la mort exister. On est pas au monde pour eterniter. Je m'en fou .,0
1217,Quand pou Ena DC par apport au vaccins to vine dire nou,0
1218,"Péna aucune rumeurs ladan. Vraimem dimoun bez handicapé ou soi mort par ban vaccin toxic la. New World Order , Satanic Depopulation Agenda is happening.",0
1219,"Gété, public pena okaine preuves ki c'est vrai news, b twa missié jagatpal ki preuve toena ki c'est fake news?
Kan to dir c'est fake news nou bizin croir toi lor parol?",0
1220,Sa govt la champion dans ene zafer :opaciter..eski kiken kav aide zot vine pli transparent svp parski banne super conseiller pas kone faire zot travay,0
1221,"Well as per MK internal regulations, cabin Crew has to undergo frequent doctor‘s check-up. If her death has nothing to do with the Az vaccine, then one can easily prove it or are you suggesting now that cardiac problems appear all of a sudden ?",0
1222,Sa v dir europe osi p circule fake news et zot p ban AstraZeneca fake. Tous fake apart zoranz pourri.,0
1223,Ranjeeta Bansy C Saa Ici pu fer 1 Ans Nu en confinement..Commier Dimoune ine Mort Tt sa C Fakes News,0
1224,"Ariane Bergmann so la liste mort in rest lor 10
Ban cki in mort ek covid la pan ajoute lor la liste la",0
1225,Razia Peerally O lieu cose la VeriT Et fer les peuples comprend couma sa Virus la Dangereux,0
1226,Ranjeeta Bansy zoranz pourri🤣🤣🤣,0
1227,depuis ine gagne cas covid .net p trouve cas p monte monte meme tou le jour .pas p dir combien ine guerri ???,0
1228,Cuma dire to gouvernement r so ban ministres ali baba la trop cose vrai zot 😂,0
1229,Kelvin SB faire attention bane là avoye camion lichien fr lève toi despli cot toi prend toi aller,0
1230,Bisin ena fiel dans Fes sa 😂,0
1231,Kelvin SB sa oui frere. Proud of you,0
1232,Tout dimoun fane fake news avec zot zis gouvernement qui dir laverite dans Maurice la zot fort net monsieur Bhadain fête posté 1 vidéo la dir joomay al guet vidéo la après li re vine koze,0
1233,"Bientot to tour Pou Vinni Pou coze la Vérité, Bon Dieu Pou aide toi Pou CA.",0
1234,"To sévé pa pouss ditou, sa ousi fake news ???",0
1235,B si zot 100%sire qui fer gouverment decline tou responsabiliter en cas dece ou complication ek negligence pa pou capave poursuivre l etat,0
1236,Bizin decide r sa gouverment la serieux serieux avan bucu perdi so proche parcki li ferfoot r nu puvi zot p gai zot cash,0
1237,Jagutpal kuma to latet pna cv tout clair propre b kumsa mem to bizin fer tout clair propre divan le peuple. Pas casiet naryen. Coz la verite. To p juste dir fake news sa. Prouver li fake.,0
1238,Tahiiii premier fois mo trouve deux soleil lor latet 1 dimoune... ☀️☀️ Bravo 👏🏾👏🏾👏🏾✌🏽respect Jagat,0
1239,Tout les temps c'est zot qui cause vrai zot qui ena raison tout pays pe cause manti la vérité finira par triompher merci seigneur amen,0
1240,"Fake news to conner mais pou coz lor clause papier ki to p fer tous population signe avan fer vacine b sa to pou explique gapatpal....kifer to government la cuizin pa oule pren nous responsibility si nou gagne kitsoz,? Et p dire fer vacine....",0
1241,"Badain and others should stop talking about medicine when they're not doctors.
Fetching infos from unreliable sources to create panic.
Go do your vaccines, and if you're against it, just don't do it.",0
1242,Ronny D Gooriah they r not talking about medicine listen to RB again he is a lawyer therefore he is notifying us about the seriousness of the clauses in the consent form now whether to do it or not after signing the docs it's up to us he never mentioned not to get vaccinated,0
1243,Ronny D Gooriah GG,0
1244,Ronny D Gooriah b to ministre li expert doc dans vaccine koz sense larmer,0
1245,"Sonnie Gohkool did you know that all those medication people drink have side effects, some even have very severe adverse events can even cause life threatening reactions... I'm pretty sure that RB knows that smoking and alcohol are also injurious to the health... But we never signed any consent to those, have we?

Bottomline, if you're dying coz of the vaccine any ways you'll have to rush to the hospital... I find it ridiculous that people are looking for ""compensations"" and or even ways to get something from the govt in case something bad should happen to them...
Come on, really?",0
1246,Samir Doomun coze sense si to capav nous écoute toi.,0
1247,Prashant Meenowa conner ou 😜,0
1248,Ronny D Gooriah in fact u r absolutely right n every ingredients r well mentioned on the medications also informing about the side effects as for alcohol n smoke that r injurious to health however it is one choice whether to take it or not here we are discussing about the clauses on the consent form if it's not hazardous then why sign a consent form what will someone do with compensation if ever u lost a dear one to be honest sometimes we need to be realistic we dont know the pain until same happened to one of our beloved may God protects n we dont have to face such calamities well it might sound ridiculous to u but not to the nation coz those ministers r paid to work for the benefit of the country if they take wrong decisions then they will have to pay for it,0
